article_id,title,authors,journal,year,doi,pubmed_id,pi,masuni,consensus
rayyan-486160241,Ultrasound-guided pacemaker implantation at the bedside: A lifesaving technique for cardiac emergencies.,Xu RQ and Huang XF and Guo PQ and Cai HB and Feng SD and Lin ZH,"Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc",,10.1111/anec.13071 e13071,,-1,-1,Exclude
rayyan-486160242,The selection of the suitable long peripheral catheter in DIVA patients: The significance of ultrasonography.,Lisova K and Pavelkova K and Simkova P and Mokra D and Palova S and Charvat J,The journal of vascular access,,10.1177/11297298231187028,,-1,-1,Exclude
rayyan-486160243,Securement of Umbilical Venous Catheter Using Cyanoacrylate Glue: A Randomized Controlled Trial.,D'Andrea V and Prontera G and Pinna G and Cota F and Fattore S and Costa S and Migliorato M and Barone G and Pittiruti M and Vento G,The Journal of pediatrics,,S0022-3476(23)00365-7 [pii] 10.1016/j.jpeds.2023.113517,,-1,-1,Exclude
rayyan-486160244,Outcomes of Ultrasound Guided Peripheral Intravenous Catheters Placed in the Emergency Department and Factors Associated with Survival.,Malik A and Dewald O and Gallien J and Favot M and Kasten A and Reed B and Wells R and Ehrman RR,Open access emergency medicine : OAEM,,10.2147/OAEM.S405692,,1,-1,FullText
rayyan-486160245,Frequency and Predictors of Acute and Persistent Femoral Artery Occlusion in Infants with Congenital Heart Disease: A Study Using Ultrasonography for Arterial Access and the Diagnosis of Arterial Occlusion.,Gokdemir M and Cindik N,Pediatric cardiology,,10.1007/s00246-023-03180-3,,-1,-1,Exclude
rayyan-486160246,Complicated Acute Pericarditis and Peripheral Venous Catheter-Related Bloodstream Infection Caused by Methicillin-Resistant Staphylococcus aureus after Influenza B Virus Infection: A Case Report.,Ochi F and Tauchi H and Miura H and Moritani T and Chisaka T and Higaki T and Eguchi M,Case reports in pediatrics,,10.1155/2023/4374552 4374552,,-1,-1,Exclude
rayyan-486160247,Complications associated with the use of peripherally inserted central catheters and midline catheters in COVID-19 patients: An observational prospective study.,Frondizi F and Dolcetti L and Pittiruti M and Calabrese M and Fantoni M and Biasucci DG and Scoppettuolo G,American journal of infection control,,S0196-6553(23)00357-7 [pii] 10.1016/j.ajic.2023.05.002,,-1,-1,Exclude
rayyan-486160248,"Educating health professionals in ultrasound guided peripheral intravenous cannulation: A systematic review of teaching methods, competence assessment, and patient outcomes.",Hoskins MJ and Nolan BC and Evans KL and Phillips B,Medicine,,10.1097/MD.0000000000033624 e33624,,-1,-1,Exclude
rayyan-486160249,"Novel cannulation strategy with a bidirectional cannula for distal limb perfusion during peripheral veno-arterial extracorporeal life support: A preliminary, single-centre study.",Simons J and Doddema AR and Korver EP and di Mauro M and Agricola S and Smets J and Metz R and Mariani S and De Piero ME and Matteucci M and Romeo J and Ravaux JM and van Mook WN and Mees BM and Lorusso R,Perfusion,,10.1177/02676591231159565,,-1,-1,Exclude
rayyan-486160250,Implementation of a midline catheter service in a regional setting.,Jones P,British journal of nursing (Mark Allen Publishing),,10.12968/bjon.2023.32.7.S38,,-1,-1,Exclude
rayyan-486160251,Complications and Practice Variation in the Use of Peripherally Inserted Central Venous Catheters in People With Cystic Fibrosis: The Prospective Study of Peripherally Inserted Venous Catheters in People With Cystic Fibrosis Study.,Gifford AH and Hinton AC and Jia S and Nasr SZ and Mermis JD and Lahiri T and Zemanick ET and Teneback CC and Flume PA and DiMango EA and Sadeghi H and Polineni D and Dezube RH and West NE and Dasenbrook EC and Lucas FL and Zuckerman JB,Chest,,S0012-3692(23)00471-3 [pii] 10.1016/j.chest.2023.03.043,,-1,-1,Exclude
rayyan-486160252,Sensing Technologies for Extravasation Detection: A Review.,Hirata I and Mazzotta A and Makvandi P and Cesini I and Brioschi C and Ferraris A and Mattoli V,ACS sensors,,10.1021/acssensors.2c02602,,-1,-1,Exclude
rayyan-486160253,Customizing foam sclerotherapy of the great saphenous vein: A proposed algorithm to enhance technical efficacy.,Georgakarakos E and Dimitriadis K and Tasopoulou KM and Doukas D and Argyriou C and Georgiadis GS,Vascular,,10.1177/17085381231161856,,-1,-1,Exclude
rayyan-486160254,Well-palpable pulse over an occluded radial artery: A case series reporting ultrasound outcomes.,Lewandowski P and Zuk A and Budaj A,The journal of vascular access,,10.1177/11297298231157993,,-1,-1,Exclude
rayyan-486160255,Assessing the utility of ultrasound-guided vascular access placement with longer catheters in critically ill pediatric patients.,Dachepally R and Garcia AD and Liu W and Flechler C and Hanna WJ,Paediatric anaesthesia,,10.1111/pan.14645,,1,1,Include_Both
rayyan-486160256,Complications of Pediatric Midline Catheters: A Prospective Observational Pilot Study.,Ostlund A and Flaring U and Norberg A and Kaiser S and Frisk T and Larsson P and Andersson A,Anesthesia and analgesia,,10.1213/ANE.0000000000006328,,-1,-1,Exclude
rayyan-486160257,Central Venous Catheter Placement Gone Awry: A Case Report of Right Internal Jugular Central Line Entering Subclavian Artery.,Subramanian A and Richards N,Cureus,,10.7759/cureus.31093 e31093,,-1,-1,Exclude
rayyan-486160258,Femorally inserted central catheters with exit site at mid-thigh: A low risk alternative for central venous catheterization.,Elli S and Cannizzo L and Giannini L and Romanato F and Trimarco C and Pessina M and Lucchini A and Foti G and Rondelli E,The journal of vascular access,,10.1177/11297298221132073,,-1,-1,Exclude
rayyan-486160259,The distal quarter of the forearm is the optimal insertion site for ultrasound-guided radial artery cannulation: A randomized controlled trial.,Yucel ED and Tekgul ZT and Okur O,The journal of vascular access,,10.1177/11297298221126284,,-1,-1,Exclude
rayyan-486160260,Should ultrasound evaluation for catheter-related thrombosis always be required before PICC removal?,Pinelli F and Muzzi M and Pittiruti M,The journal of vascular access,,10.1177/11297298221125965,,-1,-1,Exclude
rayyan-486160261,Predictors of ultrasound-guided peripheral intravenous catheter failure: A secondary analysis of existing trial data.,Bahl A and Millard M and Hijazi M and Chen NW,The journal of vascular access,,10.1177/11297298221122118,,-1,1,FullText
rayyan-486160262,Long peripheral cannula in COVID-19 patients: 769 catheter days experience from a semi-intensive respiratory COVID unit.,Gilardi E and Grandi T and Giannuzzi R and Valletta F and Fugger S and Mazzaroppi S and Petrucci M and Piano A and Piccioni A and WoldeSellasie K and Sambuco F and Travaglino F,The journal of vascular access,,10.1177/11297298221115002 11297298221115002,,-1,-1,Exclude
rayyan-486160263,Distal Transradial Access For Cardiac Catheterization in Patients Undergoing Hemodialysis.,Yokota S and Shishido K and Tobita K and Hayashi T and Miyashita H and Yokoyama H and Moriyama N and Yamanaka F and Mizuno S and Murakami M and Tanaka Y and Takahashi S and Saito S,The Journal of invasive cardiology,,,,-1,-1,Exclude
rayyan-486160264,Retrospective Study of the Application Value Analysis of Ultrasound-Guided Technology in Peripheral Deep Venous Catheterization of Neonates.,Yin T and Huo Y and Zhao Y and Li W and Gao H,Disease markers,,10.1155/2022/1726906 1726906,,-1,1,FullText
rayyan-486160265,Safety verification of a new peripheral intravenous catheter placed in the upper arm vein for administration of drugs with high irritant potential.,Murayama R and Oyama H and Abe-Doi M and Masamoto Y and Kashiwabara K and Tobe H and Komiyama C and Sanada H and Kurokawa M,Drug discoveries & therapeutics,,10.5582/ddt.2022.01034,,-1,-1,Exclude
rayyan-486160266,Prevention of radial artery occlusion by simultaneous ulnar and radial compression (PRO-SURC). A randomized duplex ultrasound follow-up study.,Ahmed TAN and Abbas E and Bakr AH and Demitry SR and Algowhary MI,International journal of cardiology,,S0167-5273(22)00940-8 [pii] 10.1016/j.ijcard.2022.06.041,,-1,-1,Exclude
rayyan-486160267,10 best practice tips with radial arterial catheterization.,Imbriaco G and Spencer TR and Bardin-Spencer A,The journal of vascular access,,10.1177/11297298221101243,,-1,-1,Exclude
rayyan-486160268,"The SIP protocol update: Eight strategies, incorporating Rapid Peripheral Vein Assessment (RaPeVA), to minimize complications associated with peripherally inserted central catheter insertion.",Brescia F and Pittiruti M and Spencer TR and Dawson RB,The journal of vascular access,,10.1177/11297298221099838,,-1,-1,Exclude
rayyan-486160269,Development and Implementation of an Ultrasound-Guided Peripheral Intravenous Catheter Education Program for Critical Care Nurses.,Bagley K,Dimensions of critical care nursing : DCCN,,10.1097/DCC.0000000000000528,,-1,-1,Exclude
rayyan-486160270,Automatic vein measurement by ultrasonography to prevent peripheral intravenous catheter failure for clinical practice using artificial intelligence: development and evaluation study of an automatic detection method based on deep learning.,Takahashi T and Nakagami G and Murayama R and Abe-Doi M and Matsumoto M and Sanada H,BMJ open,,10.1136/bmjopen-2021-051466 e051466,,-1,-1,Exclude
rayyan-486160271,Risk of thrombophlebitis associated with continuous peripheral infusion of vancomycin: The effect of dilution.,Scarano M and D'Arrigo S and De Letteriis S and Grasso S and Pittiruti M and Scoppettuolo G,The journal of vascular access,,10.1177/11297298221095778,,-1,-1,Exclude
rayyan-486160272,Distal Versus Conventional Radial Access for Coronary Angiography and Intervention: The DISCO RADIAL Trial.,Aminian A and Sgueglia GA and Wiemer M and Kefer J and Gasparini GL and Ruzsa Z and van Leeuwen MAH and Ungureanu C and Leibundgut G and Vandeloo B and Kedev S and Bernat I and Ratib K and Iglesias JF and Al Hage E and Posteraro GA and Pascut D and Maes F and Regazzoli D and Kakonyi K and Meijers TA and Colletti G and Krivoshei L and Lochy S and Zafirovska B and Horak D and Nolan J and Degrauwe S and Tobita K and Saito S,JACC. Cardiovascular interventions,,S1936-8798(22)00897-4 [pii] 10.1016/j.jcin.2022.04.032,,-1,-1,Exclude
rayyan-486160273,Prevention of Radial Artery Occlusion of 3 Hemostatic Methods in Transradial Intervention for Coronary Angiography.,Eid-Lidt G and Reyes-Carrera J and Farjat-Pasos JI and Saenz AL and Bravo CA and Rangel SN and Salido DZ and Vega Servin NS and Soto-Lopez ME and Gaspar J,JACC. Cardiovascular interventions,,S1936-8798(22)00617-3 [pii] 10.1016/j.jcin.2022.03.011,,-1,-1,Exclude
rayyan-486160274,Ultrasound-guided placement of long peripheral cannula in children with cystic fibrosis.,Giardina M and Barilla D and Crimi C and Arone A and Benedetto F and Lucanto C and Natoli R and Messina R and David A and Noto A,Pediatric pulmonology,,10.1002/ppul.25978,,-1,-1,Exclude
rayyan-486160275,A GAVeCeLT bundle for central venous catheterization in neonates and children: A prospective clinical study on 729 cases.,Pittiruti M and Celentano D and Barone G and D'Andrea V and Annetta MG and Conti G,The journal of vascular access,,10.1177/11297298221074472,,-1,-1,Exclude
rayyan-486160276,"Investigative study of hemodilution ratio: 4Vs for vein diameter, valve, velocity, and volumetric blood flow as factors for optimal forearm vein selection for intravenous infusion.",Foor JS and Moureau NL and Gibbons D and Gibson SM,The journal of vascular access,,10.1177/11297298221095287,,-1,-1,Exclude
rayyan-486160277,A CLINICAL CASE OF ARTERIAL THROMBOSIS IN A PREMATURE BOY WITH NEONATAL SEPSIS AND HIGH RECTAL ATRESIA.,Babintseva A and Bodnar O and Vatamanesku L and Petrov V,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",,,,-1,-1,Exclude
rayyan-486160278,Precordial Doppler to assess vascular access in children: A preliminary report.,Hirayama Y and Hozumi T and Aoki S and Kojima T,Pediatrics international : official journal of the Japan Pediatric Society,,10.1111/ped.15164,,-1,-1,Exclude
rayyan-486160279,Preventing radial arterial catheter failure in critical care - Factoring updated clinical strategies and techniques.,Imbriaco G and Monesi A and Spencer TR,"Anaesthesia, critical care & pain medicine",,S2352-5568(22)00077-7 [pii] 10.1016/j.accpm.2022.101096,,-1,-1,Exclude
rayyan-486160280,"Incidence, causes, and timing of peripheral intravenous catheter failure related to insertion timing in the treatment cycle in patients with hematological malignancies: A prospective descriptive study.",Shintani Y and Murayama R and Abe-Doi M and Sanada H,Japan journal of nursing science : JJNS,,10.1111/jjns.12484,,-1,-1,Exclude
rayyan-486160281,Comparison of ultrasound guided dorsal radial artery cannulation and conventional radial artery cannulation at the volar aspect of wrist: A pilot randomized controlled trial.,Maitra S and Baidya DK and Ray BR and Chowhan G and Bhattacharjee S,The journal of vascular access,,10.1177/11297298221093953,,-1,-1,Exclude
rayyan-486160282,Superficial Femoral Artery Access for Infrainguinal Antegrade Endovascular Interventions in the Hostile Groin: A Prospective Randomized Study.,Zenunaj G and Traina L and Acciarri P and Mucignat M and Scian S and Alesiani F and Serra R and Gasbarro V,Annals of vascular surgery,,S0890-5096(22)00200-X [pii] 10.1016/j.avsg.2022.04.017,,-1,-1,Exclude
rayyan-486160283,Peripherally inserted central catheters versus non-tunnelled ultrasound-guided central venous catheters in newborns: a retrospective observational study.,Bayoumi MAA and van Rens R and Chandra P and Shaltout D and Gad A and Elmalik EE and Hammoudeh S,BMJ open,,10.1136/bmjopen-2021-058866 e058866,,-1,-1,Exclude
rayyan-486160284,On-demand use of peripheral arterial catheters outside the Intensive Care Unit: Development and retrospective evaluation of an internal protocol for insertion and management.,Giustivi D and Baroni M and Di Capua M and Paglia S,The journal of vascular access,,10.1177/11297298221086112,,-1,-1,Exclude
rayyan-486160285,Vascular access for lipid apheresis: a challenge in young children with homozygous familial hypercholesterolemia.,Lischka J and Arbeiter K and de Gier C and Willfort-Ehringer A and Walleczek NK and Gellai R and Boehm M and Wiegman A and Greber-Platzer S,BMC pediatrics,,10.1186/s12887-022-03192-7 131,,-1,-1,Exclude
